SubLevel,QNumber,QContent,AnswerA,AnswerB,AnswerC,AnswerD,CorrectAnswer,Passed
145,1449,They like to ............... the crossword puzzle in the newspaper every day.,fill,make,do,answer,do,0
145,1450,Are you looking forward ...................... your old teacher again?,seeing,to see,to seeing,to being seen,to seeing,0
146,1451,She wasted ............... time searching for her pen,priceless,costly,valuable,expensive,valuable,0
146,1452,She ........................a desktop computer,suggested that I buy,suggested that I should buy,suggested to buy,both a and b are correct,both a and b are correct,0
146,1453,We'll stop now ................ you have any further question,unless,if,in spite of,although,unless,0
146,1454,Betty ...............out after dinner and she's just come back,went,has gone,is gone,had gone,went,0
146,1455,"There was no ................ in continuing, for him the race was over",value,worth,point,profit,point,0
146,1456,"I travelled ................ 7.00 train, arriving at 9.30",in the,on the,by the,by,on the,0
146,1457,She was wearing a heavy sweater to ............... himself against the cold,conceal,protect,cover,wrap,protect,0
146,1458,Michael is away at the moment. I don't know for certain what time he's coming back but I'm sure he'll be back ................... Monday.,by,until,at,in,by,0
146,1459,I've known Tom ............... I left college,when,during,until,since,since,0
146,1460,The exam was quite easy; ............... we expected,more easy that,more easy than,easier than,easier as,easier than,0
147,1461,My manager is very busy at the moment so it may take a ............... time to answer your letters.,little,few,small,some,little,0
147,1462,Nowaday ................... don't have to take the ink pot with them when going to school.,The most pupils,Most of pupils,Most pupils,both b and c are correct,both b and c are correct,0
147,1463,"When we first came here, they .................. this bridge yet",hadn't built,haven't built,had built,have built,hadn't built,0
147,1464,When ................. invented?,was washing machine,were washing machines,was the washing machine,were the washing machines,was the washing machine,0
147,1465,The play lasted three hours with .................. of fifteen minutes between scene one and scene two.,an interval,a pause,a stop,an interruption,an interval,0
147,1466,"""May I stay here?"" ""I'd rather ...................... with us.",you come,you to come,you came,you would come,you came,0
147,1467,I don't get tired .................... watching TV every night,with,by,of,at,of,0
147,1468,What a great party last night! You ................. come. Why didn't you?,must have,should have,ought to have,had to,should have,0
147,1469,She has to go to work by bus today because her car is being ...................,stopped,broken,serviced,rented,serviced,0
147,1470,It's three years ........................ Charles,that I don't see,that I haven't seen,since I didn't see,since I saw,since I saw,0
148,1471,Mary hasn't written to me .......................,already,yet,never,any longer,yet,0
148,1472,Sandra's away at the moment. She's .............. holiday in England,at,on,in,for,on,0
148,1473,They say they've been to ................... restaurant in town,many,every,all,most,every,0
148,1474,I'll be in London next week. I hope to see Tom .................... there,while I will be,while I am,during my visit,both b and c are correct,both b and c are correct,0
148,1475,The boy screamed while the dentist .................. one of his teeth,were pulling out,had been pulling out,had pulled out,was pulling out,was pulling out,0
148,1476,Let's get a taxi. It's ..................... to walk,a quite long way,quite a long way,rather a long way,both b and c are correct,both b and c are correct,0
148,1477,The man .............. his nephew for the broken window,accused,complained,blamed,denied,blamed,0
148,1478,"When I was on holiday, I spent .......................... money.",a lot of,much,too much,too many,too much,0
148,1479,"She wondered .............. her uncle looked like now, after so many years she hadn't met him.",how,whose,that,what,what,0
148,1480,....................a problem in most big cities,Crime is,The crime is,The crimes are,All of them are wrong,Crime is,0
149,1481,Annie put .............. speaking to Jim as long as possible,off,over,away,back,off,0
149,1482,He's exhausted. He'd rather ................ out this evening,not going,not to go,doesn't go,not go,not go,0
149,1483,"When the electricity went out, my father .............. a match to find the candles",rubbed,scratched,struck,started,struck,0
149,1484,There's plenty of time. You ...................... hurry,don't have to,mustn't,needn't,don't,needn't,0
149,1485,They used the aircraft to save several people from the ................ floor of the blazing building.,high,top,basement,low,top,0
149,1486,Karen has been working here ........................,for six months,since six months,six months ago,for six month,for six months,0
149,1487,I wonder who ate all the cheese yesterday. It ................ have been Ann because she was out all day.,can't,must,could,needn't,can't,0
149,1488,What time did they ................... the hotel?,arrive at,arrive in,get to,both a and c are correct,both a and c are correct,0
149,1489,She wasn't offered the job because of her untidy ..................,sight,view,presence,appearance,appearance,0
149,1490,She is very kind to me. She treats me ..................... her own daughter,like I am,as if I am,as if I was,as if I were,as if I were,0
150,1491,The opening ................ of the play took place in an office,stage,scene,sight,piece,scene,0
150,1492,I haven't got ................. on holiday at the moment,money enough to go,enough money to go,money enough for going,enough money for going,enough money to go,0
150,1493,Unexpectedly the lights ................ out and Daisy and I were left in darkness,turned,put,went,gave,went,0
150,1494,Few people ................... to the wedding party can't come,inviting,invited,who invited,they were invited,invited,0
150,1495,The coins are ................ to be over a thousand years old,described,said,spoken,mentioned,said,0
150,1496,I couldn't buy anything as .......................of the shops were open,all,no one,none,nothing,none,0
150,1497,She may be old but she's still ................ control of all that is happening,under,over,with,in,in,0
150,1498,Every day ..................... starts at 8 and finishes at 4,school,a school,the school,an school,school,0
150,1499,Susan agreed to stay behind; she was used to ................ late,working,have worked,work,being worked,working,0
150,1500,He likes .................. the living-room as often as possible,cleaned,clean,to clean,that I clean,to clean,0
151,1501,He is ................ to leave her class as soon as possible,cautious,anxious,worried,nervous,anxious,0
151,1502,What was wrong with you? Why ..................... see the doctor?,had you to,did you have to,must you,will you,did you have to,0
151,1503,The staff didn't accept their project because of ................ funds,unavailable,inconsiderate,incomplete,insufficient,insufficient,0
151,1504,Don't worry ...................... late tonight,if I am,when I am,when I'll be,if I'll be,if I am,0
151,1505,"As ................ as I know, we have not received a bill for this new printer",much,long,soon,far,far,0
151,1506,They're close friends. They ................. each other for a long time,know,have known,have been knowing,knew,have known,0
151,1507,It's time we ................ this old bicycle and bought a new one,will sell,had sold,have sold,sold,sold,0
151,1508,I .................... my hand when I was cooking the lunch,burnt,was burning,have burnt,had burnt,burnt,0
151,1509,The child ................ his soup all over the table-cloth,stained,spilt,scattered,set,spilt,0
151,1510,I saw Jim .................... a theatre last Sunday,at,on,in,to,at,0
152,1511,Daisy's boss doesn't want her to ................ a habit of using the office phone for personal calls.,make,do,have,increase,make,0
152,1512,How beautiful is the house! It's ................ a palace,as,like,alike,unlike,like,0
152,1513,I appreciate your .................. my brother,wanting helping,to want to help,wanting to help,to want helping,wanting to help,0
152,1514,I haven't seen her for ................... I've forgotten what she looks like,so long,such long time,such a long time,both a and c are correct,both a and c are correct,0
152,1515,"""Why do you say we are fond of luxuries?"" ""The streets of Bangkok are full of private cars, ............. are expensive.""",all those,most of which,most they,most of what,most of which,0
152,1516,"Susan couldn't come to the meeting, .................. was a pity",that,it,what,which,what,0
152,1517,He was always very quick ............... learning languages,on,in,at,about,at,0
152,1518,"""Is there anything you like to eat?"" ""I don't mind. ....................... whatever you've got.""",Something,Anything,Nothing,Thing,Anything,0
152,1519,"""How long ...................... here?"" ""Exactly four years today. I'm thinking of changing my job next year.""",are you working,have you worked,did you work,do you work,have you worked,0
152,1520,There are millions of stars in ....................,space,a space,the space,this space,space,0
153,1521,Some of the residents spoke to the reporters about their ................ in the burning plane.,occasion,happening,event,experience,experience,0
153,1522,She tried to be serious but she couldn't help ......................,laughing,to laugh,that she laughed,laugh,laughing,0
153,1523,"Betty was slow to catch ................, but gradually she began to understand",in,on,away,out,on,0
153,1524,"""You don't know why Angela is absent today, ...................?""  ""Sorry, I've no idea .""",don't you,do you,is she,does she,do you,0
153,1525,"Although our team didn't win the match, but all of us agreed that it had been a good ....................",play,score,game,sport,game,0
153,1526,"""Where ......................? Which hairdresser did you go to?",did you cut your hair,have you cut your hair,did you have cut your hair,did you have your hair cut,did you have your hair cut,0
153,1527,Be careful! Don't ................ your drink on the floor,spill,spread,flood,flow,spill,0
153,1528,We're late. The film .................. by the time we get to the cinema .,will already start,will be already started,will already have started,will be starting,will already have started,0
153,1529,"I had to get up early, ................ I'd have missed the train",otherwise,if not,but,so that,otherwise,0
153,1530,They were very much amused. They were .......................... amused,more,many,most,the most,most,0
154,1531,.................... he went to the party last night is still a mystery to me,How,Although,While,Since,How,0
154,1532,Where's the book I gave you? What .................... with it?,have you done,have you been doing,are you doing,were you doing,have you done,0
154,1533,"In the legal profession, men .................. women by five to one",outnumber,supersede,overcome,outclass,outnumber,0
154,1534,What a boring weekend! ..................... anything,I didn't,I don't do,I didn't do,I don't,I didn't do,0
154,1535,He has a ............... cut on his face,horrible,afraid,ill-prepared,logical,horrible,0
154,1536,Our flat is ................ the third floor of the building,at,on,in,above,on,0
154,1537,................. nor animals can survive without oxygen,Plants can neither,Neither can plants,Plants neither,Neither plants,Neither plants,0
154,1538,Colin has been married a long time. She got married ...............she was 29 years old.,when,as,while,since,when,0
154,1539,I would like to invite ................. to my party if they want,they,them,their,theirs,them,0
154,1540,I .............. to find a well-paid job but I had no luck,tried hard,tried hardly,hardly tried,hard tried,tried hard,0
155,1541,"After the campaign, a special medal was .................... to all combatants",gain,awarded,earned,deserved,awarded,0
155,1542,"Sandra told me about her new job, ................... very much",that she's enjoying,which she's enjoying,she's enjoying,she's enjoying it,which she's enjoying,0
155,1543,She isn't ................ well with the new manager,getting on,going on,keeping on,taking on,getting on,0
155,1544,She's so lazy that she never does ............... work,some,any,no,none,any,0
155,1545,We ................ you to take a lawyer to court with you,advised,suggested,threatened,insisted,advised,0
155,1546,She works eight hours ................ day,in,for,a,the,a,0
155,1547,................ amount of money can buy love and liberty,No,Never,None,Not only,No,0
155,1548,I'm sure I locked the door. I clearly remember.................... it,locking,to lock,to have locked,lock,locking,0
155,1549,The firemen brought several long ................ to save some people on the roof,ladders,steps,stairs,staircases,ladders,0
155,1550,"""Do you think it's going to rain heavily?"" ""......................""",I hope not,I don't hope,I don't hope so,I won't hope so,I hope not,0
156,1551,He was happy to find the kind of job ...................,which they had trained him for,for which he had trained for,for which he had been trained for,that was for his training,which they had trained him for,0
156,1552,The plane ............... land at 10.30 but it was half an hour late,supposed to,is supposed to,was supposed to,suppose to,was supposed to,0
156,1553,This wet weather has lasted for a long time now. ................ rained every single day.,There has,There was,It has,It was,It has,0
156,1554,She wishes she ................ a car. It would make life so much easier,had have,had,would have,has,had,0
156,1555,We missed the ferry. It .................. by the time we arrived at the pier,went,was going,had gone,has gone,had gone,0
156,1556,He's lost one of his gloves. He ................... it somewhere,must drop,must have dropped,must be dropping,must have been dropping,must have dropped,0
156,1557,"..... fairy stories, stepmothers are always unkind ..... their stepchildren.",On / to,On / for,In / for,In / to,In / to,0
156,1558,"""Ann is in hospital."" ""Yes, I know. ............... her tomorrow.""",I visit,I'm going to visit,I'll visit,I'm visiting,I'm going to visit,0
156,1559,"When the manager went on business, his ................ often took over all his duties.",caretaker,officer,deputy,commander,deputy,0
156,1560,You're out of breath. ...........................?,Are you running,Have you run,Have you been running,Did you ran,Have you been running,0
157,1561,When the time came to ................ the bill at the hotel she found her purse had been stolen.,pay,pay out,pay for,pay up,pay,0
157,1562,How .................. now? Better than before?,you are feeling,do you feel,are you feeling,you feel,do you feel,0
157,1563,"Two of these books are mine, ................ are John's",another,others,the others,rest,the others,0
157,1564,"On being in Thailand, we spent a few days ............ Bangkok",at,to,in,from,in,0
157,1565,................. my desk in the last twenty years,Many a letter has crossed,A many letters have crossed,Many a letter have crossed,Many a letters have crossed,Many a letter has crossed,0
157,1566,The club is for members only. You ............... you're a member,can't go in if,can go in only if,can't go in unless,both b and c are correct,both b and c are correct,0
157,1567,"""Did he lose?"" ""Yes, but if he had tried harder, he ...................... won.",might,might have,might of,might has,might have,0
157,1568,"Sir, .................. I go out to meet my mother?",can,may,would,please,may,0
157,1569,The policeman said that he saw no ................ between them,joint,connection,communication,join,connection,0
157,1570,What's the name of the man .................... ?,you borrowed his car,which car you borrowed,whose car you borrowed,his car you borrowed,whose car you borrowed,0
158,1571,When can the students ................. for next year's evening classes?,assist,enrol,join,learn,enrol,0
158,1572,Last week the player didn't arrive for a training ....................,game,practice,session,drill,session,0
158,1573,Farming is the chief ................ of the Cambodians,consumption,occupation,performance,importance,occupation,0
158,1574,Her sister works at a well-known hospital. She's .............,nurse,a nurse,the nurse,an nurse,a nurse,0
158,1575,Parents should be .................... for teaching their children the difference between right and wrong.,responsibility,responsible,responsibly,responsive,responsible,0
158,1576,Do you want ............... with you or do you want to go by yourself?,me coming,me to come,that I come,that I will come,me to come,0
158,1577,John slipped on a piece of orange .............. and broke his leg,peel,shell,layer,coat,peel,0
158,1578,The inspector stopped and asked us where ................,were we going,are we going,we are going,we were going,we were going,0
158,1579,He said he didn't derive ................ from working,joys,any joy,some joys,no joy,any joy,0
158,1580,"""Where .................?"" ""In Vietnam.""",were you born,are you born,have you been born,did you born,were you born,0
159,1581,"The bus ................ from here to HoChiMinh city is 300,000 dong",cost,fare,payment,charge,fare,0
159,1582,I decided to stay at home last night. I would have gone out if I ..............so tired.,wasn't,weren't,wouldn't have been,hadn't been,hadn't been,0
159,1583,""" What did he use to get the fish?"""" I think he had a ....................",bamboo long fishing rod,long bamboo fishing rod,"rod long, bamboo, and fishing",bamboo fishing long rod,long bamboo fishing rod,0
159,1584,Why did you stay at a hotel when you went to Florida? You ................ with us.,can stay,could stay,could have stayed,must have stayed,could have stayed,0
159,1585,I hope you don't mind my ................ so late at night,telephoning,to telephone,telephone,to have telephoned,telephoning,0
159,1586,I think the weather ............... be nice later,will,shall,is going to,is,will,0
159,1587,"It's a fast car. ....................... , it's got a reliable engine.",Besides,Beside,Otherwise,Apart from,Besides,0
159,1588,Kite has lost her ID card again. It's the second time this .................,has happened,happens,happened,had happened,has happened,0
159,1589,Under no condition ..................... hope,will they give up,they give up,they would give up,they giving up,will they give up,0
159,1590,My father .................. badminton three times a week,is playing usually,is usually playing,usually plays,plays usually,usually plays,0
160,1591,A meticulous typist must be very conscientious about correcting even the smallest errors.,careful,fast,new,good,careful,0
160,1592,He's leaving ............. the end of April,at,on,in,out,at,0
160,1593,I have only the time to tell you the gist,reference,first part,main idea,a few details,main idea,0
160,1594,Why don't you insure your motorbike ................. stolen,in case it will be,if it will be,in case it is,if it is,in case it is,0
160,1595,................ goods were sent to the fair,A great deal of,Little,A large number of,Much,A large number of,0
160,1596,She was carrying a ..................... bag,black small plastic,small and black plastic,small black plastic,plastic small black,small black plastic,0
160,1597,You look .............. you were tired,like,although,until,as if,as if,0
160,1598,I didn't believe them at first but in fact everything ................ was true,they said,that they said,what they said,both a and b are correct,both a and b are correct,0
160,1599,................. a man tried and failed,Many,Many of,Many a,A lot of,Many,0
160,1600,At what time shall we .............. this morning?,meet,meet us,meet ourselves,meet ours,meet,0
161,1601,"""What time did you arrive at the match?"" ""A little ............... than usual.",more,time,less,later,later,0
161,1602,"""What are you going to buy?"" ""I'm going to buy ...................... .""",a bread,some bread,a loaf of bread,both b and c are correct,both b and c are correct,0
161,1603,I wouldn't waste time ..................... that book if I were you,to reading,reading,read,to be read,reading,0
161,1604,I must go to class now. I promised ................ absent,not being,not to be,to not be,I wouldn't be,not to be,0
161,1605,Do you need my signature? No. .................... you or your manager can sign this.,Either,Both,Also,That,Either,0
161,1606,"""Do you know where ................. ?"" ""No, he didn't say.""",Tom has gone,has Tom gone,has gone Tom,Tom went,Tom has gone,0
161,1607,"A ................... of days before, a terrible explosion took place here",few,couple,period,series,couple,0
161,1608,His village is lonely. It is ................................,far,far from anywhere,alone,the only one,far from anywhere,0
161,1609,I tried to solve the problems ...................... the noise and interruptions,because of,in case of,in spite of,according to,in spite of,0
161,1610,There's somebody walking behind us. I think ...................,we are following,we are being followed,we are followed,we are being following,we are being followed,0
162,1611,He's a young man who takes great ..................... in his appearance,attention,tidiness,pride,care,pride,0
162,1612,"If I were you, I ....................that shirt. It's much too expensive",won't buy,don't buy,am not going to buy,wouldn't buy,wouldn't buy,0
162,1613,He opened the door and let himself in quietly ................ not to wake the family.,because,so as,so that,to make sure,so as,0
162,1614,The doorbell is ringing. It ..................... be Mark,might,can,could,both a and c are correct,both a and c are correct,0
162,1615,"................... a bridge built, more tourists would come to the island",Was,If,If they had,Unless they have,If they had,0
162,1616,That bag looks heavy. ................ you with it.,I'm helping,I help,I'll help,I have helped,I'll help,0
162,1617,Mrs Young is the woman ............. you saw at the desk,who,whom,whose,which,whom,0
162,1618,Everything is going well. We ................... any problems so far,didn't have,don't have,haven't had,haven't been having,haven't had,0
162,1619,Only in this way ................ manage to see him,I could,I can,could I,I might,could I,0
162,1620,I don't understand this sentence. What .................... ?,does mean it,does it mean,means it,did it mean,does it mean,0
163,1621,"If you don't mind, I should like to ................... a suggestion",make,show,say,reach,make,0
163,1622,I'll be at home .............. Sunday. You can phone me then,at,on,in,All of them are wrong,on,0
163,1623,The accomplishments of modern medicine would be impossible ............. highly specialized instruments.,without,but without,but there are,among,without,0
163,1624,It's impossible to sleep ................. very tired,although I was,despite I was,despite of being,in spite of being,although I was,0
163,1625,".................. with the size of the whole earth, the highest mountains do not seem high at all.",When compared,Compare with,If you compare,A comparison,When compared,0
163,1626,Sonia doesn't enjoy her job. She's ............... because she does the same thing every day.,boring,bored,both a and b are correct,both a and b are wrong,bored,0
163,1627,Several days went ................ before I had news,past,pass,by,through,by,0
163,1628,I dislike stories ................... have tragic endings,that,which,who,both a and b are correct,both a and b are correct,0
163,1629,Everyone sent flowers ............... John,except,except for,beside,in addition,except,0
163,1630,I'm going to a wedding on Thursday. .................. is getting married,A friend of me,A friend of mine,One my friends,both a and c are correct,A friend of mine,0
164,1631,The plane would have landed ................ the fog,but for,but,except for,except,but for,0
164,1632,Call an ambulance. There's been ...................,accident,an accident,some accident,any accident,an accident,0
164,1633,"................., he was a young school-teacher living in Connecticut",When the American Revolution began,The American Revolution began,It was when the American Revolution began,The beginning of the American Revolution,When the American Revolution began,0
164,1634,You can't stop me ............... what I want,doing,do,to do,that I do,doing,0
164,1635,"At 3810 meters above sea-level in Bolivia stands Lake Titicaca, ............... in the world.",the highest large lake,high largest lake,highest large lake,the high largest lake,the highest large lake,0
164,1636,"""How ...................... ?"" ""Nobody knows.""",happened the accident,did happen the accident,did the accident happen,All of them are wrong,did the accident happen,0
164,1637,................ in the world export diamonds,Only little nations,Only few nations,Only a little nations,Only a few nations,Only a few nations,0
164,1638,"Hi, Sue. I didn't expect to see you today. Your brother said you .................ill",are,were,was,should be,were,0
164,1639,The reason .................... Hoa phoned Huong was to invite her to the cinema .,what,whose,why,which,why,0
164,1640,We ................ by a noisy row outside during the night,woke up,are woken up,were woken up,were waking up,were woken up,0
165,1641,"Your nephew, .................... name I can't remember, made a lot of noise",what,where,whose,which,whose,0
165,1642,I'm not tired enough to go to bed yet. I wouldn't sleep if I ................ to bed now.,go,went,had gone,would go,went,0
165,1643,Doctorial students who are preparing to take their qualifying examinations have been studying in the library every night .............. the last three months,since,until,before,for,for,0
165,1644,The fire spread through the building quickly but everybody .............,was able to escape,managed to escape,could escape,both a and b are correct,both a and b are correct,0
165,1645,"""What should we do about this problem? "" It is advisable ...............",that to adopt a drastic measure,that a drastic measure is adopted,that a drastic measure be adopted,a drastic measure to be adopted,that a drastic measure be adopted,0
165,1646,"................ tomorrow, so we can watch TV until 11 o'clock",I'm not working,I don't work,I won't work,I shan't work,I'm not working,0
165,1647,"Of the two new teachers, one is experienced and ........................",the others are not,another is inexperienced,the other is not,other lacks experience,the other is not,0
165,1648,Jack is away on holiday. He ................ to Japan,is gone,has gone,has been,went,has gone,0
165,1649,"..........................., I'd have told you the answer",If you asked me,Had you asked me,You had asked me,Unless you asked me,Had you asked me,0
165,1650,"""................. this month?"" ""No, she's on leave.""",Is Sue working,Does Sue work,Does work Sue,Did Sue work,Is Sue working,0
166,1651,You had to give a full ................ of your car when you reported it stolen,account,detail,information,description,description,0
166,1652,................. I came to the station just in time,Fortunate,Fortunately,Unfortunate,Unfortunately,Fortunately,0
166,1653,By half past ten tomorrow morning I ................ along the motorway,will drive,am driving,drive,will be driving,will be driving,0
166,1654,He drives so .............. that he's sure to have an accident,careful,carefully,carelessly,careless,carelessly,0
166,1655,Her class has many students but each one receives ................ attention,individual,only,alone,single,individual,0
166,1656,The professor explained his ideas with great .........,clear,clearly,clarify,clarity,clarity,0
166,1657,You ................ better be careful not to miss the train!,would,should,had,did,had,0
166,1658,He has the ............... to become a professional football player,ability,able,enable,abilities,ability,0
166,1659,I have to leave before seven and so ................,leave you,you have,you do,do you,do you,0
166,1660,"............. is your dress, the red one or the green one?",Which,What,How,Who,Which,0
167,1661,My uncle made a speech at a wedding ....................,certificate,marriage,funeral,reception,reception,0
167,1662,This pen is .............. the other two pens,more expensive as,the most expensive of,more expensive than,as expensive than,more expensive than,0
167,1663,The newspaper report contained ................ important information,many,another,an,a lot of,a lot of,0
167,1664,".............. there was a fierce dog in the house, the thieves managed to break in.",Since,Because,As,Although,Although,0
167,1665,There are ................ when I have to work very hard,times,at times,from time to time,a long time,times,0
167,1666,One .............. of my new job is that I'm away from home,pity,dislike,complaint,disadvantage,disadvantage,0
167,1667,The doctor arranged for me to see the ................ at the hospital about the pain in my back.,expert,specialist,speciality,expertise,specialist,0
167,1668,He asked me what I would say when I was ............. a piece of sound advice,given,asked,do,told,given,0
167,1669,Dinner will be ready soon. Can you please ................ the table?,lay,settle,make,put,lay,0
167,1670,The singer ended the concert ............... her favorite song,by,with,in,as,with,0
168,1671,I wrote to the company ................ them for a catalogue,demanding,asking,enquiring,applying,asking,0
168,1672,I did my best to prevent my cat ............. running outside,from,to,against,for,from,0
168,1673,The children won't go to sleep  ................ we leave a light on outside their bedroom.,except,otherwise,unless,but,unless,0
168,1674,There's a ............. of styles for you to choose from,various,variety,variation,variorum,variety,0
168,1675,She did all the work ................. her own,by,on,for,with,on,0
168,1676,English is a ................. easy language for Swedes to learn,comparatively,comparative,compare,comparison,comparatively,0
168,1677,The police are looking for a man of ................. height,medium,extra,tall,special,medium,0
168,1678,You can always rely on Kate. She is very ..............,depend,dependable,dependent,independent,dependable,0
168,1679,Have you got time to discuss your work now or are you ................. to leave?,thinking,planned,around,about,about,0
168,1680,We always keep on good .................. with our next-door neighbors for our children's sake.,friendship,relations,will,terms,relations,0
169,1681,She wishes she ................. you the bad news yesterday,didn't tell,wouldn't tell,hadn't told,doesn't tell,hadn't told,0
169,1682,I found this job attracting because it offered the ............ to do research,possibility,proposal,opportunity,prospect,opportunity,0
169,1683,The village ................. we are going to visit is far from here,where,which,what,when,which,0
169,1684,Guessing what her .............. to the news would be difficult,feelings,reaction,capital,opinion,reaction,0
169,1685,"When the singer finished his songs, the audience ............................ for five minutes.",shouted,clapped,kept silent,opposed,clapped,0
169,1686,Don't count upon Fred to lend you any money because he has none,tell,ask,depend upon,order,depend upon,0
169,1687,Neither the director nor his assistant ................. yet,have  come,haven't come,has come,hasn't come,has come,0
169,1688,She was anxious because her child was kidnapped by a notorious ............... of robbers.,staff,crew,team,gang,gang,0
169,1689,No sooner ................. the office than the phone rang,he had left,had he left,he was leaving,was he leaving,had he left,0
169,1690,Lauren's family has lived in New York for one hundred years. Their ancestors came from American.,family members from a long time before.,grandchildren and their grandchildren.,"parents, grandparents, and great grandparents.",family members all living at the same time.,family members from a long time before.,0
170,1691,The manager had his secretary ....... the report for him,type,typed,typing,to type,type,0
170,1692,"Tom's car hit a tree. As a result, he was badly injured",hurt,inside,hit,distant,hurt,0
170,1693,"If you had come to the party, you .......... her",would meet,had met,would have met,met,would have met,0
170,1694,Some medicine the doctor gave me will cure my sickness,make worse,make better,make sick,make lighter,make better,0
170,1695,The man to ........... the woman is talking is funny,who,whom,whose,which,whom,0
170,1696,I've got a very interesting ............... as a journalist,occupation,occupy,occupant,occupied,occupation,0
170,1697,It was ......... a boring speech that I felt asleep,such,so,very,too,such,0
170,1698,The driver apologized ............... passengers any inconveniences,to cause,of having cause,for causing,that we cause,for causing,0
170,1699,We had to use our neighbour's telephone because ours was .......,out of work,out of order,off duty,off work,out of order,0
170,1700,"Yoko borrowed 20,000 dollars ............... the bank",of,by,at,from,from,0
171,1701,We don't know the ...... of the game,facts,customs,rules,laws,rules,0
171,1702,He prefers being on his own ............... with a big crowd of people,than to be,rather than be,to being,or be,to being,0
171,1703,"Person who go without sleep for than three days have great ....................... thinking, seeing and hearing clearly.",difficult,difficulty,easy,ease,difficulty,0
171,1704,People with very .............. skin shouldn't go sun bathing for a long period,sense,sensitive,sensible,sensibly,sensitive,0
171,1705,We can ............ the difficulty without too much effort,get over,get away,get off,get through,get over,0
171,1706,"""What are you working so hard for?"" ""Because I ............. a motorbike, so I'm saving as much as I can.""",will buy,buy,have bought,am going to buy,am going to buy,0
171,1707,Would you .......... my opening the windows now?,want,worry,concern,mind,mind,0
171,1708,He finished ............... the book and watched TV,read,to read,reading,reads,reading,0
171,1709,She has ........ a lot of money in her new job,gained,earned,found,done,earned,0
171,1710,I'm not .............. well with the new director,getting on,going on,keeping on,taking on,getting on,0
172,1711,A good clock always keeps ....... time,certain,true,accurate,serious,accurate,0
172,1712,My parents are always ............... with each other.,annoying,arguing,discussing,shouting,arguing,0
172,1713,You'd better put our appointment in your ..........,agenda,diary,calendar,directory,diary,0
172,1714,Would you be ................ to help me finish my homework?,too kind,kind enough,as kind,so kind,kind enough,0
172,1715,Would you please ......... me to the post-office?,aim,turn,direct,signal,direct,0
172,1716,Please take into ............... the fact that I have been dissatisfied,consider,considerable,considerably,consideration,consideration,0
172,1717,According ......... the map we should take the second left,to,as,on,by,to,0
172,1718,.................. people take part in the traditional games now than twenty years ago.,Less,Lesser,Fewer,Few,Fewer,0
172,1719,"As long as Peter ......... stay for more than a month, he can sleep at my flat",doesn't,didn't,won't,wouldn't,doesn't,0
172,1720,It's necessary for you to ............... a more serious attitude toward your work,develop,grow,become,grow up,develop,0
173,1721,His parents told him to keep .......... sweets and chocolate to lose weight,at,back,up,off,off,0
173,1722,Is anyone .............. to smoke here?,let,allowed,admitted,passed,allowed,0
173,1723,It's no use ........... a language if you don't try to speak it too,to learn,learned,learning,learn,learning,0
173,1724,She wouldn't go swimming ............... her father went too,except,but,also,unless,unless,0
173,1725,"I should like to thank you, ......... my colleagues, for the welcome you have given us.",on account of,on behalf of,because of,instead of,on behalf of,0
173,1726,I ............... to open the door at the back of the house,succeeded,managed,forced,discovered,managed,0
173,1727,"Because it had not rained for several months, there was a .......... of water.",shortage,drop,scarce,waste,shortage,0
173,1728,My grandfather is so old that he gets tired .............. his teeth,to brush,of brushing,brush,to be brushed,of brushing,0
173,1729,Their parents have just bought them .......... expensive new furniture,an,some,these,those,some,0
173,1730,What a sad film! I think .................,I'm going to cry,I'll cry,I cry,I'm crying,I'm going to cry,0
174,1731,You'd better leave for the station now ............... there's a lot of traffic on the way.,in fact,in time,in order,in case,in case,0
174,1732,"If we had known ..............., he could have been invited to speak at the ceremony.",he was who,who he was,he was whom,whom he was,who he was,0
174,1733,My main .......... to the new road plan is that it will spoil the countryside,object,objection,objective,objecting,objection,0
174,1734,It was .................. that we went for a picnic in the countryside,so nice a day,such nice day,so nice day,such a nice day,such a nice day,0
174,1735,The man tried to prevent his dog .......... running into the street,from,to,against,for,from,0
174,1736,Bjorn Borg is probably the most ............... tennis-player of all time,success,succeed,successfully,successful,successful,0
174,1737,You'll have to have ...... if you want to take photographs here,an application,a permit,an allowance,an admission,a permit,0
174,1738,That rule is not ............... in this case,apply,applicability,applicable,applied,applicable,0
174,1739,"We love this painting of an old man. He has such a beautiful, ............. smile",childhood,childish,childless,childlike,childlike,0
174,1740,Prehistoric man ................. the first steps in building civilization,take,took,had taken,has taken,took,0
175,1741,......... is a complete mystery how they ever got there in that car,There,That,It,This,It,0
175,1742,"""Was it a good discussion?"" ""Yes, ................ were exchanged among the participants.""",much more ideas,many more ideas,much number of ideas,many number of ideas,many more ideas,0
175,1743,It is too early in the ............. to expect the tourists to the town,term,season,time,calendar,season,0
175,1744,"""Are you studying abroad?"" ""Yes, but I wish I ................. to go.""",didn't have,will not have,don't have,may not have,didn't have,0
175,1745,Can you tell me the ............. of this dress?,charge,price,amount,expense,price,0
175,1746,"""Holding the fund-raising concert was successful."" ""Yes, Mr. Chang gave2.000 dollars and ................ .""",so did I,I did so,I did give too,I also did give,so did I,0
